first,second,name,owner,year
 경남 ,의령군,"서동생활공원
다목적구장",의령군,2007
 경남 ,의령군,가례 공설운동장,의령군,2008
 경남 ,의령군,용덕 공설운동장,의령군,2009
 경남 ,의령군,정곡 공설운동장,의령군,1983
 경남 ,의령군,지정 공설운동장,의령군,1996
 경남 ,의령군,부림 공설운동장,의령군,2003
 경남 ,의령군,봉수 공설운동장,의령군,2011
 경남 ,의령군,대의 공설운동장,의령군,2013
 경남 ,의령군,화정 공설운동장,의령군,2013
 경남 ,함안군,칠서면운동장,함안군,
 경남 ,함안군,여항면운동장,함안군,
 경남 ,함안군,함안축구전용구장1,함안군,2014
 경남 ,함안군,함안축구전용구장2,함안군,2014
 경남 ,함안군,함안공설운동장,함안군,1999
 경남 ,함안군,함안면 운동장,함안군,1950
 경남 ,함안군,군북면 운동장,함안군,1966
 경남 ,함안군,칠북면 공설운동장,함안군,2003
 경남 ,함안군,칠원읍 공설운동장,함안군,1954
 경남 ,함안군,법수면 공설운동장,함안군,1994
 경남 ,함안군,산인면 공설운동장,함안군,
 경남 ,함안군,대산면 공설운동장,함안군,2004
 경남 ,함안군,"함안스포츠타운
축구장 1",함안군,2010
 경남 ,함안군,"함안스포츠타운
축구장 2",함안군,2010
 경남 ,함안군,"함안스포츠타운
축구장 3",함안군,2010
 경남 ,창녕군,"남지체육공원
축구장",창녕군,2002
 경남 ,창녕군,"부곡온천
축구장",창녕군,1999
 경남 ,창녕군,남지 축구장,창녕군,2008
 경남 ,창녕군,창녕스포츠파크,창녕군개발공사,2009
 경남 ,창녕군,창녕오리정운동장,창녕군,2012
 경남 ,창녕군,"유어 마수원지구 체육공원
축구장",창녕군,2013
 경남 ,창녕군,"이방 우산지구 체육공원
축구장",창녕군,2013
 경남 ,고성군,고성군 구 공설운동장,고성군,1965
 경남 ,고성군,"하이면 체육공원
축구장",고성군,2002
 경남 ,고성군,고성군 생활체육공원,고성군,2014
 경남 ,남해군,"남해스포츠파크
주경기장",체육시설사업소,2001
 경남 ,남해군,치자 구장,체육시설사업소,1999
 경남 ,남해군,비자 구장,체육시설사업소,1999
 경남 ,남해군,나비 구장,체육시설사업소,2001
 경남 ,남해군,바다 구장,체육시설사업소,2001
 경남 ,남해군,나비 인조구장,체육시설사업소,2003
 경남 ,남해군,다초 구장,체육시설사업소,2001
 경남 ,남해군,남면 공설운동장,체육시설사업소,2004
 경남 , 남해군 ,비자 인조구장,체육시설사업소,2005
 경남 , 남해군 ,미조 공설운동장,체육시설사업소,2009
 경남 , 남해군 ,"상주한려해상체육공원
축구장",체육시설사업소,2011
 경남 , 남해군 ,이동공설운동장,체육시설사업소,2012
 경남 ,남해군,창선생활체육공원,체육시설사업소,2012
 경남 ,하동군,"하동군공설운동장
보조구장","하동군
(문화체육과)",2006
 경남 ,하동군,양보생활체육공원,"하동군
(문화체육과)",2011
 경남 ,하동군,옥종다목적생활공원,"하동군
(문화체육과)",2011
 경남 ,하동군,청암생활체육공원,"하동군
(문화체육과)",2010
 경남 ,하동군,악양생활체육공원,"하동군
(문화체육과)",2015
 경남 ,하동군,진교민다리생활체육공원,"하동군
(문화체육과)",2012
 경남 ,하동군,고전생활체육공원,"하동군
(문화체육과)",2016
 경남 ,하동군,금성생활체육공원,"하동군
(문화체육과)",2006
 경남 ,산청군,산청공설운동장,산청군,1992
 경남 ,산청군,"삼장체육공원
축구장",산청군,2004
 경남 ,산청군,"생초체육공원
축구장",산청군,2009
 경남 ,산청군,"단성체육공원
축구장",산청군,2005
 경남 ,산청군, 산청 남부체육공원 축구장,산청군,2013
 경남 ,산청군,생초 제2축구장,산청군,2013
 경남 ,산청군,단성 묵곡 축구장,산청군,2010
 경남 ,산청군,오부 축구장,오부면 ,2015
 경남 ,산청군,덕산체육공원 축구장,산청군,2017
 경남 ,함양군,휴천공설운동장,함양군,2002
 경남 ,함양군,"함양종합운동장
축구장",함양군,1991
 경남 ,함양군,"함양생활체육공원
잔디구장",함양군,2008
 경남 ,함양군,"마천생활체육공원
잔디구장",함양군,2012
 경남 ,거창군,"거창종합운동장
축구장",거창군,2009
 경남 ,거창군,"거창스포츠파크
보조축구장",거창군,2009
 경남 ,거창군,"거창스포츠파크
다목적운동장",거창군,2014
 경남 ,합천군,"합천공설운동장
잔디축구장",공공시설사업소,1990
 경남 ,합천군,"군민체육공원
인조잔디 축구장(1)",공공시설사업소,2004
 경남 ,합천군,"군민체육공원
인조잔디 축구장(2)",공공시설사업소,2008
 경남 ,합천군,"군민체육공원
인조잔디 축구장(3)",공공시설사업소,2005
 경남 ,합천군,"군민체육공원
인조잔디 축구장(4)",공공시설사업소,2009
 경남 ,합천군,군민체육공원다목적잔디광장,공공시설사업소,2004
 경남 ,합천군,"봉산체육공원
축구장",공공시설사업소,2005
 경남 ,합천군,"율곡영전수변공원
축구장",율곡면,2000
 경남 ,합천군,초계 천연잔디 축구장,초계면,2007
 경남 ,합천군,"삼가체육공원
축구장",삼가면,2009
 경남 ,합천군,"대병체육공원
축구장",대병면,2018
 경남 ,합천군,"용주생활체육공원 
축구장",용주면,2008
 경남 ,합천군,"용주생활체육공원 
축구장",용주면,2010
 경남 ,합천군,"적중생활체육공원 
축구장",적중면,2010
 경남 ,합천군,가회생활체육공원,가회면,2014
제주,제주시,"노형 미리내공원
축구장","제주시
(위탁 제주시체육회)",2003
제주,제주시,"제주시생활체육공원
축구장","제주시
(위탁 제주시체육회)",2006
제주,제주시,한경 축구장,제주시(한경면),2006
제주,제주시,이호 축구장,"제주시
(위탁 제주시체육회)",2006
제주,제주시,외도 축구장,"제주시
(위탁 제주시체육회)",2006
제주,제주시,외도제2축구장,"제주시
(위탁 제주시체육회)",2017
제주,제주시,사라봉 축구장,"제주시
(위탁 제주시체육회)",2008
제주,제주시,우도 축구장,제주시(우도면),2008   2012
제주,제주시,애월 축구장,제주시(애월읍),2009
제주,제주시,삼양 축구장,"제주시
(위탁 제주시체육회)",2011
제주,서귀포시,제주월드컵경기장,"서귀포시
(체육진흥과)",2002
제주,서귀포시,시민축구장,"서귀포시
(체육진흥과)",2002
제주,서귀포시,중문단지 축구장,"서귀포시
(체육진흥과)",2002
제주,서귀포시,걸매 축구장,"서귀포시
(위탁 서귀포시체육회)",2004
제주,서귀포시,효돈축구공원,"서귀포시
(위탁 서귀포시체육회)",2007
제주,서귀포시,일출 고성운동장,"서귀포시
(성산읍)",2008
제주,서귀포시,"제주유나이티드
전용구장","서귀포시
(위탁 제주유나이티드Fc)",2009
제주,서귀포시,"제주공천포전지훈련센터
축구장","서귀포시
(체육진흥과)",2010
제주,서귀포시,"표선 생활체육
인조잔디구장","서귀포시
(표선면)",2007
제주,서귀포시,예래동체육공원,"서귀포시
(체육진흥과)",2018
제주,서귀포시,"표선 생활체육
인조잔디구장","서귀포시
(위탁 서귀포시체육회)",2015
